,type,target,pred,barge_in,error
0,1,100,900,False,-800
1,0,-200,-1000000,True,999800
2,0,100,-1000000,True,1000100
3,1,600,800,True,-200
4,0,-150,-1000000,True,999850
5,0,250,-1000000,False,1000250
6,0,2600,-1000000,True,1002600
7,1,-150,50,False,-200
8,1,200,350,False,-150
9,1,300,50,False,250
10,0,-100,-1000000,True,999900
11,1,450,1250,False,-800
12,1,800,900,False,-100
13,1,2750,-50,False,2800
14,1,850,1350,False,-500
15,0,0,-1000000,False,1000000
16,1,700,500,True,200
17,1,150,250,False,-100
18,1,-50,450,True,-500
19,1,900,950,False,-50
20,1,-200,300,False,-500
21,0,0,-1000000,True,1000000
22,1,50,650,False,-600
23,1,700,700,False,0
24,0,100,-1000000,True,1000100
25,1,1000,750,False,250
26,1,1250,-350,False,1600
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,1,0,350,False,-350
30,1,350,-100,True,450
31,1,1300,1450,False,-150
32,1,100,450,True,-350
33,1,-100,350,True,-450
34,1,650,1000,False,-350
35,0,150,-1000000,False,1000150
36,1,-100,600,True,-700
37,0,0,-1000000,True,1000000
38,1,100,750,False,-650
39,1,1300,1200,True,100
40,1,550,600,False,-50
41,0,600,-1000000,False,1000600
42,1,1150,1150,False,0
43,1,100,900,False,-800
44,1,0,300,True,-300
45,1,100,400,False,-300
46,1,-250,50,True,-300
47,0,550,-1000000,True,1000550
48,1,800,800,False,0
49,1,-400,200,False,-600
50,1,0,250,False,-250
51,1,100,500,False,-400
52,1,750,800,False,-50
53,1,50,900,False,-850
54,0,300,-1000000,False,1000300
55,1,450,500,False,-50
56,1,900,900,False,0
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,1550,False,-700
60,1,1250,1150,False,100
61,1,300,600,False,-300
62,0,0,-1000000,True,1000000
63,1,300,350,False,-50
64,1,200,900,False,-700
65,1,0,50,False,-50
66,1,250,50,False,200
67,1,1900,2150,False,-250
68,1,600,650,True,-50
69,1,300,150,False,150
70,0,2250,-1000000,False,1002250
71,1,500,600,False,-100
72,1,800,1550,False,-750
73,1,1400,750,False,650
74,0,450,-1000000,True,1000450
75,0,2200,-1000000,False,1002200
76,1,2750,2300,False,450
77,1,400,450,False,-50
78,0,200,-1000000,True,1000200
79,0,200,-1000000,False,1000200
80,1,1450,1200,False,250
81,0,600,-1000000,True,1000600
82,1,850,600,False,250
83,1,1050,1200,False,-150
84,1,1100,1250,False,-150
85,1,250,400,True,-150
86,1,1700,1400,False,300
87,1,50,600,False,-550
88,1,250,450,False,-200
89,1,-400,400,True,-800
90,1,250,400,False,-150
91,1,600,950,False,-350
92,1,2450,2500,False,-50
93,1,850,1450,True,-600
94,1,400,1050,False,-650
95,1,450,150,False,300
96,1,-100,100,False,-200
97,0,700,-1000000,True,1000700
98,1,0,200,False,-200
99,1,100,750,False,-650
100,1,600,350,True,250
101,1,1400,1750,False,-350
102,1,2900,2950,False,-50
103,1,550,1150,True,-600
104,1,450,700,False,-250
105,1,-150,150,True,-300
106,1,-150,150,True,-300
107,1,1150,850,False,300
108,0,400,-1000000,True,1000400
109,0,150,-1000000,True,1000150
110,1,1050,1900,True,-850
111,0,2950,-1000000,False,1002950
112,1,1200,1400,False,-200
113,1,1750,1850,False,-100
114,1,-200,100,True,-300
115,1,300,450,False,-150
116,1,150,750,True,-600
117,1,200,50,True,150
118,0,0,-1000000,False,1000000
119,0,250,-1000000,False,1000250
120,1,250,450,False,-200
121,1,600,750,True,-150
122,1,100,300,True,-200
123,1,450,450,False,0
124,0,50,-1000000,True,1000050
125,1,1100,700,True,400
126,1,700,750,False,-50
127,1,0,750,True,-750
128,1,1150,1200,False,-50
129,1,150,350,False,-200
130,1,850,1350,True,-500
131,0,0,-1000000,True,1000000
132,1,150,500,False,-350
133,1,500,1050,False,-550
134,1,600,700,False,-100
135,1,200,250,False,-50
136,1,200,500,False,-300
137,1,450,450,False,0
138,1,450,50,False,400
139,1,-50,150,True,-200
140,1,800,50,False,750
141,0,650,-1000000,False,1000650
142,0,0,-1000000,False,1000000
143,1,300,150,False,150
144,1,400,850,False,-450
145,0,50,-1000000,False,1000050
146,1,900,600,True,300
147,1,600,150,False,450
148,0,500,-1000000,False,1000500
149,1,2400,550,False,1850
150,1,50,100,False,-50
151,1,1550,1650,True,-100
152,0,0,-1000000,False,1000000
153,1,0,150,False,-150
154,0,1400,-1000000,False,1001400
155,1,350,900,True,-550
156,1,2950,3250,True,-300
157,0,-400,-1000000,False,999600
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1550,False,-50
161,0,2550,-1000000,False,1002550
162,1,800,1050,False,-250
163,1,650,200,True,450
164,1,1300,1300,False,0
165,1,400,450,False,-50
166,1,-250,200,True,-450
167,1,-50,450,True,-500
168,1,1150,1100,False,50
169,0,-300,-1000000,True,999700
170,0,300,-1000000,False,1000300
171,0,0,-1000000,True,1000000
172,1,1350,1900,False,-550
173,1,550,550,False,0
174,0,0,-1000000,True,1000000
