,type,target,pred,barge_in,error
0,1,100,150,False,-50
1,0,-200,-1000000,True,999800
2,0,100,-1000000,True,1000100
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,0,250,-1000000,False,1000250
6,0,2600,-1000000,True,1002600
7,1,-150,50,False,-200
8,1,200,350,False,-150
9,1,300,50,False,250
10,1,-100,250,True,-350
11,1,450,850,False,-400
12,1,800,300,False,500
13,0,2750,-1000000,False,1002750
14,1,850,500,False,350
15,0,0,-1000000,False,1000000
16,1,700,300,True,400
17,1,150,350,False,-200
18,1,-50,50,True,-100
19,1,900,950,False,-50
20,1,-200,350,False,-550
21,0,0,-1000000,True,1000000
22,1,50,750,False,-700
23,1,700,700,False,0
24,0,100,-1000000,True,1000100
25,1,1000,450,False,550
26,0,1250,-1000000,False,1001250
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,1,0,550,False,-550
30,1,350,-50,True,400
31,1,1300,1350,False,-50
32,1,100,450,True,-350
33,0,-100,-1000000,True,999900
34,1,650,850,False,-200
35,0,150,-1000000,False,1000150
36,1,-100,800,True,-900
37,0,0,-1000000,True,1000000
38,1,100,300,False,-200
39,1,1300,1300,True,0
40,1,550,600,False,-50
41,1,600,0,False,600
42,1,1150,1150,False,0
43,1,100,900,False,-800
44,1,0,650,True,-650
45,1,100,250,False,-150
46,1,-250,600,True,-850
47,1,550,1450,True,-900
48,1,800,800,False,0
49,1,-400,500,False,-900
50,1,0,100,False,-100
51,1,100,1000,False,-900
52,1,750,850,False,-100
53,0,50,-1000000,False,1000050
54,0,300,-1000000,False,1000300
55,1,450,550,False,-100
56,1,900,950,False,-50
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,1600,False,-750
60,1,1250,1250,False,0
61,0,300,-1000000,False,1000300
62,1,0,650,True,-650
63,1,300,400,False,-100
64,1,200,900,False,-700
65,0,0,-1000000,False,1000000
66,1,250,50,False,200
67,1,1900,2150,False,-250
68,1,600,650,True,-50
69,1,300,150,False,150
70,1,2250,50,False,2200
71,1,500,300,False,200
72,1,800,1600,False,-800
73,1,1400,1550,False,-150
74,0,450,-1000000,True,1000450
75,1,2200,2250,False,-50
76,1,2750,2300,False,450
77,1,400,450,False,-50
78,1,200,1000,True,-800
79,0,200,-1000000,False,1000200
80,1,1450,1650,False,-200
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,1,1050,1100,False,-50
84,1,1100,-300,False,1400
85,1,250,350,True,-100
86,1,1700,1400,False,300
87,1,50,100,False,-50
88,1,250,600,False,-350
89,1,-400,-50,True,-350
90,1,250,250,False,0
91,1,600,700,False,-100
92,1,2450,2550,False,-100
93,0,850,-1000000,True,1000850
94,0,400,-1000000,False,1000400
95,1,450,50,False,400
96,1,-100,100,False,-200
97,1,700,850,True,-150
98,1,0,700,False,-700
99,1,100,750,False,-650
100,1,600,1150,True,-550
101,1,1400,1700,False,-300
102,1,2900,2950,False,-50
103,1,550,1050,True,-500
104,1,450,700,False,-250
105,0,-150,-1000000,True,999850
106,1,-150,100,True,-250
107,1,1150,850,False,300
108,1,400,750,True,-350
109,1,150,900,True,-750
110,1,1050,1150,True,-100
111,1,2950,0,False,2950
112,1,1200,1450,False,-250
113,1,1750,1950,False,-200
114,1,-200,150,True,-350
115,1,300,450,False,-150
116,0,150,-1000000,True,1000150
117,1,200,100,True,100
118,0,0,-1000000,False,1000000
119,0,250,-1000000,False,1000250
120,1,250,-150,False,400
121,1,600,800,True,-200
122,1,100,-200,True,300
123,1,450,500,False,-50
124,0,50,-1000000,True,1000050
125,0,1100,-1000000,True,1001100
126,0,700,-1000000,False,1000700
127,1,0,650,True,-650
128,1,1150,1200,False,-50
129,1,150,350,False,-200
130,1,850,700,True,150
131,0,0,-1000000,True,1000000
132,1,150,500,False,-350
133,1,500,650,False,-150
134,1,600,850,False,-250
135,1,200,-500,False,700
136,1,200,300,False,-100
137,1,450,500,False,-50
138,1,450,100,False,350
139,0,-50,-1000000,True,999950
140,1,800,50,False,750
141,0,650,-1000000,False,1000650
142,0,0,-1000000,False,1000000
143,1,300,150,False,150
144,1,400,500,False,-100
145,0,50,-1000000,False,1000050
146,1,900,100,True,800
147,1,600,150,False,450
148,0,500,-1000000,False,1000500
149,1,2400,800,False,1600
150,1,50,100,False,-50
151,1,1550,1550,True,0
152,0,0,-1000000,False,1000000
153,1,0,200,False,-200
154,1,1400,1450,False,-50
155,1,350,650,True,-300
156,1,2950,3050,True,-100
157,0,-400,-1000000,False,999600
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1550,False,-50
161,0,2550,-1000000,False,1002550
162,1,800,1050,False,-250
163,1,650,400,True,250
164,1,1300,1300,False,0
165,1,400,450,False,-50
166,1,-250,350,True,-600
167,1,-50,450,True,-500
168,1,1150,1150,False,0
169,0,-300,-1000000,True,999700
170,1,300,400,False,-100
171,0,0,-1000000,True,1000000
172,1,1350,1550,False,-200
173,1,550,550,False,0
174,0,0,-1000000,True,1000000
