,type,target,pred,barge_in,error
0,1,100,400,False,-300
1,0,-200,-1000000,True,999800
2,1,100,950,True,-850
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,1,250,-350,False,600
6,0,2600,-1000000,True,1002600
7,1,-150,50,False,-200
8,1,200,-650,False,850
9,1,300,100,False,200
10,1,-100,250,True,-350
11,1,450,900,False,-450
12,1,800,350,False,450
13,1,2750,-300,False,3050
14,1,850,900,False,-50
15,1,0,-1150,False,1150
16,1,700,750,True,-50
17,1,150,1100,False,-950
18,1,-50,400,True,-450
19,1,900,1000,False,-100
20,1,-200,350,False,-550
21,0,0,-1000000,True,1000000
22,0,50,-1000000,False,1000050
23,1,700,900,False,-200
24,1,100,900,True,-800
25,1,1000,1150,False,-150
26,1,1250,1000,False,250
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,0,0,-1000000,False,1000000
30,1,350,-100,True,450
31,1,1300,1350,False,-50
32,1,100,450,True,-350
33,1,-100,400,True,-500
34,1,650,1000,False,-350
35,0,150,-1000000,False,1000150
36,0,-100,-1000000,True,999900
37,0,0,-1000000,True,1000000
38,1,100,500,False,-400
39,1,1300,-1450,True,2750
40,1,550,600,False,-50
41,1,600,-200,False,800
42,1,1150,1200,False,-50
43,1,100,850,False,-750
44,1,0,900,True,-900
45,1,100,300,False,-200
46,1,-250,-50,True,-200
47,1,550,1450,True,-900
48,1,800,850,False,-50
49,1,-400,450,False,-850
50,1,0,250,False,-250
51,1,100,500,False,-400
52,1,750,900,False,-150
53,0,50,-1000000,False,1000050
54,0,300,-1000000,False,1000300
55,1,450,550,False,-100
56,1,900,1000,False,-100
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,1600,False,-750
60,1,1250,1400,False,-150
61,0,300,-1000000,False,1000300
62,1,0,650,True,-650
63,1,300,400,False,-100
64,1,200,950,False,-750
65,0,0,-1000000,False,1000000
66,1,250,200,False,50
67,1,1900,2200,False,-300
68,1,600,700,True,-100
69,1,300,100,False,200
70,1,2250,150,False,2100
71,1,500,500,False,0
72,1,800,1500,False,-700
73,1,1400,1800,False,-400
74,1,450,-2750,True,3200
75,1,2200,2700,False,-500
76,1,2750,2550,False,200
77,1,400,450,False,-50
78,1,200,-4500,True,4700
79,1,200,-1050,False,1250
80,1,1450,-1150,False,2600
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,0,1050,-1000000,False,1001050
84,1,1100,-300,False,1400
85,1,250,400,True,-150
86,1,1700,1450,False,250
87,0,50,-1000000,False,1000050
88,1,250,600,False,-350
89,1,-400,-100,True,-300
90,0,250,-1000000,False,1000250
91,1,600,700,False,-100
92,1,2450,0,False,2450
93,0,850,-1000000,True,1000850
94,0,400,-1000000,False,1000400
95,1,450,200,False,250
96,1,-100,250,False,-350
97,0,700,-1000000,True,1000700
98,1,0,700,False,-700
99,1,100,750,False,-650
100,1,600,1100,True,-500
101,1,1400,1800,False,-400
102,1,2900,2950,False,-50
103,1,550,1150,True,-600
104,1,450,750,False,-300
105,0,-150,-1000000,True,999850
106,1,-150,150,True,-300
107,1,1150,900,False,250
108,1,400,750,True,-350
109,1,150,400,True,-250
110,1,1050,1300,True,-250
111,1,2950,-50,False,3000
112,1,1200,1550,False,-350
113,1,1750,2000,False,-250
114,1,-200,-1050,True,850
115,1,300,450,False,-150
116,0,150,-1000000,True,1000150
117,1,200,-500,True,700
118,0,0,-1000000,False,1000000
119,0,250,-1000000,False,1000250
120,1,250,600,False,-350
121,1,600,650,True,-50
122,1,100,100,True,0
123,0,450,-1000000,False,1000450
124,0,50,-1000000,True,1000050
125,1,1100,1150,True,-50
126,1,700,-1100,False,1800
127,1,0,600,True,-600
128,1,1150,1250,False,-100
129,1,150,350,False,-200
130,1,850,850,True,0
131,0,0,-1000000,True,1000000
132,1,150,350,False,-200
133,1,500,700,False,-200
134,1,600,950,False,-350
135,1,200,200,False,0
136,1,200,400,False,-200
137,1,450,500,False,-50
138,1,450,100,False,350
139,1,-50,-800,True,750
140,1,800,50,False,750
141,1,650,1100,False,-450
142,0,0,-1000000,False,1000000
143,1,300,300,False,0
144,1,400,450,False,-50
145,0,50,-1000000,False,1000050
146,1,900,100,True,800
147,1,600,150,False,450
148,1,500,-850,False,1350
149,1,2400,650,False,1750
150,1,50,150,False,-100
151,1,1550,1600,True,-50
152,0,0,-1000000,False,1000000
153,1,0,200,False,-200
154,1,1400,1600,False,-200
155,1,350,700,True,-350
156,1,2950,3200,True,-250
157,0,-400,-1000000,False,999600
158,1,0,800,True,-800
159,0,-200,-1000000,True,999800
160,1,1500,1600,False,-100
161,0,2550,-1000000,False,1002550
162,1,800,1050,False,-250
163,1,650,350,True,300
164,1,1300,1350,False,-50
165,1,400,500,False,-100
166,0,-250,-1000000,True,999750
167,1,-50,750,True,-800
168,1,1150,1150,False,0
169,0,-300,-1000000,True,999700
170,1,300,450,False,-150
171,1,0,500,True,-500
172,1,1350,1900,False,-550
173,1,550,600,False,-50
174,1,0,-600,True,600
