,type,target,pred,barge_in,error
0,1,100,150,False,-50
1,1,-200,600,True,-800
2,0,100,-1000000,True,1000100
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,1,250,100,False,150
6,0,2600,-1000000,True,1002600
7,1,-150,50,False,-200
8,1,200,550,False,-350
9,1,300,50,False,250
10,0,-100,-1000000,True,999900
11,1,450,900,False,-450
12,1,800,300,False,500
13,0,2750,-1000000,False,1002750
14,1,850,1050,False,-200
15,0,0,-1000000,False,1000000
16,1,700,500,True,200
17,1,150,350,False,-200
18,1,-50,300,True,-350
19,1,900,950,False,-50
20,1,-200,350,False,-550
21,0,0,-1000000,True,1000000
22,1,50,300,False,-250
23,1,700,700,False,0
24,0,100,-1000000,True,1000100
25,1,1000,800,False,200
26,1,1250,0,False,1250
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,1,0,250,False,-250
30,1,350,750,True,-400
31,1,1300,1350,False,-50
32,1,100,450,True,-350
33,1,-100,350,True,-450
34,1,650,850,False,-200
35,0,150,-1000000,False,1000150
36,1,-100,500,True,-600
37,0,0,-1000000,True,1000000
38,1,100,350,False,-250
39,1,1300,1300,True,0
40,1,550,600,False,-50
41,1,600,900,False,-300
42,1,1150,1200,False,-50
43,1,100,750,False,-650
44,1,0,250,True,-250
45,1,100,300,False,-200
46,1,-250,-100,True,-150
47,0,550,-1000000,True,1000550
48,1,800,800,False,0
49,1,-400,300,False,-700
50,1,0,150,False,-150
51,1,100,500,False,-400
52,1,750,850,False,-100
53,1,50,350,False,-300
54,0,300,-1000000,False,1000300
55,1,450,500,False,-50
56,1,900,900,False,0
57,0,-450,-1000000,True,999550
58,1,-50,400,True,-450
59,1,850,950,False,-100
60,1,1250,1200,False,50
61,1,300,400,False,-100
62,1,0,650,True,-650
63,1,300,400,False,-100
64,1,200,1050,False,-850
65,0,0,-1000000,False,1000000
66,1,250,50,False,200
67,1,1900,2200,False,-300
68,1,600,700,True,-100
69,1,300,150,False,150
70,1,2250,100,False,2150
71,1,500,400,False,100
72,1,800,1200,False,-400
73,1,1400,1700,False,-300
74,0,450,-1000000,True,1000450
75,1,2200,2200,False,0
76,1,2750,2350,False,400
77,1,400,450,False,-50
78,0,200,-1000000,True,1000200
79,0,200,-1000000,False,1000200
80,1,1450,-600,False,2050
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,1,1050,1150,False,-100
84,1,1100,50,False,1050
85,1,250,350,True,-100
86,1,1700,1550,False,150
87,1,50,350,False,-300
88,1,250,500,False,-250
89,1,-400,-350,True,-50
90,1,250,200,False,50
91,1,600,950,False,-350
92,1,2450,2550,False,-100
93,0,850,-1000000,True,1000850
94,1,400,1150,False,-750
95,1,450,250,False,200
96,1,-100,250,False,-350
97,0,700,-1000000,True,1000700
98,1,0,100,False,-100
99,1,100,750,False,-650
100,1,600,350,True,250
101,1,1400,200,False,1200
102,1,2900,2950,False,-50
103,1,550,1100,True,-550
104,1,450,700,False,-250
105,1,-150,150,True,-300
106,1,-150,50,True,-200
107,1,1150,250,False,900
108,0,400,-1000000,True,1000400
109,1,150,-1050,True,1200
110,1,1050,1900,True,-850
111,0,2950,-1000000,False,1002950
112,1,1200,1400,False,-200
113,1,1750,1900,False,-150
114,1,-200,150,True,-350
115,1,300,450,False,-150
116,1,150,700,True,-550
117,0,200,-1000000,True,1000200
118,1,0,850,False,-850
119,1,250,450,False,-200
120,1,250,-150,False,400
121,1,600,750,True,-150
122,1,100,-200,True,300
123,1,450,450,False,0
124,0,50,-1000000,True,1000050
125,1,1100,750,True,350
126,0,700,-1000000,False,1000700
127,1,0,650,True,-650
128,1,1150,1200,False,-50
129,1,150,350,False,-200
130,1,850,1000,True,-150
131,0,0,-1000000,True,1000000
132,1,150,350,False,-200
133,1,500,800,False,-300
134,1,600,850,False,-250
135,1,200,250,False,-50
136,1,200,300,False,-100
137,1,450,450,False,0
138,1,450,200,False,250
139,1,-50,-800,True,750
140,1,800,850,False,-50
141,0,650,-1000000,False,1000650
142,1,0,150,False,-150
143,1,300,200,False,100
144,1,400,500,False,-100
145,0,50,-1000000,False,1000050
146,1,900,550,True,350
147,1,600,100,False,500
148,0,500,-1000000,False,1000500
149,1,2400,500,False,1900
150,1,50,200,False,-150
151,0,1550,-1000000,True,1001550
152,0,0,-1000000,False,1000000
153,1,0,200,False,-200
154,1,1400,1450,False,-50
155,1,350,900,True,-550
156,1,2950,3200,True,-250
157,1,-400,400,False,-800
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1600,False,-100
161,0,2550,-1000000,False,1002550
162,1,800,1050,False,-250
163,1,650,450,True,200
164,1,1300,1300,False,0
165,1,400,450,False,-50
166,0,-250,-1000000,True,999750
167,1,-50,450,True,-500
168,1,1150,1150,False,0
169,0,-300,-1000000,True,999700
170,1,300,500,False,-200
171,0,0,-1000000,True,1000000
172,1,1350,1650,False,-300
173,1,550,550,False,0
174,0,0,-1000000,True,1000000
175,1,100,100,False,0
176,1,-200,600,True,-800
177,0,100,-1000000,True,1000100
178,0,600,-1000000,True,1000600
179,0,-150,-1000000,True,999850
180,1,250,150,False,100
181,0,2600,-1000000,True,1002600
182,1,-150,50,False,-200
183,1,200,400,False,-200
184,1,300,50,False,250
185,0,-100,-1000000,True,999900
186,1,450,850,False,-400
187,1,800,300,False,500
188,0,2750,-1000000,False,1002750
189,1,850,1050,False,-200
190,0,0,-1000000,False,1000000
191,1,700,500,True,200
192,1,150,350,False,-200
193,1,-50,300,True,-350
194,1,900,950,False,-50
195,1,-200,350,False,-550
196,0,0,-1000000,True,1000000
197,1,50,250,False,-200
198,1,700,700,False,0
199,0,100,-1000000,True,1000100
200,1,1000,800,False,200
201,1,1250,-150,False,1400
202,0,-100,-1000000,True,999900
203,0,-150,-1000000,True,999850
204,1,0,250,False,-250
205,1,350,800,True,-450
206,1,1300,1350,False,-50
207,1,100,450,True,-350
208,1,-100,350,True,-450
209,1,650,850,False,-200
210,0,150,-1000000,False,1000150
211,1,-100,500,True,-600
212,0,0,-1000000,True,1000000
213,1,100,350,False,-250
214,1,1300,1300,True,0
215,1,550,600,False,-50
216,1,600,900,False,-300
217,1,1150,1200,False,-50
218,1,100,750,False,-650
219,1,0,250,True,-250
220,1,100,300,False,-200
221,1,-250,-100,True,-150
222,0,550,-1000000,True,1000550
223,1,800,800,False,0
224,1,-400,300,False,-700
225,1,0,150,False,-150
226,1,100,500,False,-400
227,1,750,850,False,-100
228,1,50,350,False,-300
229,0,300,-1000000,False,1000300
230,1,450,500,False,-50
231,1,900,900,False,0
232,0,-450,-1000000,True,999550
233,0,-50,-1000000,True,999950
234,1,850,950,False,-100
235,1,1250,1200,False,50
236,1,300,450,False,-150
237,1,0,650,True,-650
238,1,300,400,False,-100
239,1,200,1050,False,-850
240,0,0,-1000000,False,1000000
241,1,250,200,False,50
242,1,1900,2200,False,-300
243,1,600,700,True,-100
244,1,300,150,False,150
245,1,2250,100,False,2150
246,1,500,400,False,100
247,1,800,1400,False,-600
248,1,1400,1700,False,-300
249,0,450,-1000000,True,1000450
250,1,2200,2250,False,-50
251,1,2750,2350,False,400
252,1,400,450,False,-50
253,0,200,-1000000,True,1000200
254,0,200,-1000000,False,1000200
255,1,1450,-600,False,2050
256,0,600,-1000000,True,1000600
257,0,850,-1000000,False,1000850
258,1,1050,1150,False,-100
259,1,1100,50,False,1050
260,1,250,350,True,-100
261,1,1700,1550,False,150
262,1,50,400,False,-350
263,1,250,500,False,-250
264,1,-400,-350,True,-50
265,1,250,200,False,50
266,1,600,950,False,-350
267,1,2450,2550,False,-100
268,0,850,-1000000,True,1000850
269,1,400,1150,False,-750
270,1,450,200,False,250
271,1,-100,250,False,-350
272,0,700,-1000000,True,1000700
273,1,0,100,False,-100
274,1,100,750,False,-650
275,1,600,350,True,250
276,1,1400,200,False,1200
277,1,2900,2950,False,-50
278,1,550,1100,True,-550
279,1,450,700,False,-250
280,1,-150,150,True,-300
