,type,target,pred,barge_in,error
0,1,100,350,False,-250
1,0,-200,-1000000,True,999800
2,0,100,-1000000,True,1000100
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,1,250,150,False,100
6,0,2600,-1000000,True,1002600
7,1,-150,0,False,-150
8,1,200,200,False,0
9,1,300,50,False,250
10,0,-100,-1000000,True,999900
11,1,450,1000,False,-550
12,1,800,350,False,450
13,1,2750,50,False,2700
14,1,850,350,False,500
15,0,0,-1000000,False,1000000
16,1,700,800,True,-100
17,1,150,550,False,-400
18,1,-50,250,True,-300
19,1,900,950,False,-50
20,1,-200,250,False,-450
21,0,0,-1000000,True,1000000
22,1,50,650,False,-600
23,1,700,850,False,-150
24,1,100,750,True,-650
25,1,1000,500,False,500
26,1,1250,400,False,850
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,1,0,500,False,-500
30,1,350,-50,True,400
31,1,1300,1350,False,-50
32,1,100,450,True,-350
33,0,-100,-1000000,True,999900
34,0,650,-1000000,False,1000650
35,0,150,-1000000,False,1000150
36,1,-100,600,True,-700
37,0,0,-1000000,True,1000000
38,1,100,300,False,-200
39,1,1300,1350,True,-50
40,1,550,600,False,-50
41,1,600,100,False,500
42,1,1150,1150,False,0
43,1,100,300,False,-200
44,1,0,500,True,-500
45,1,100,300,False,-200
46,1,-250,700,True,-950
47,1,550,1400,True,-850
48,1,800,850,False,-50
49,1,-400,400,False,-800
50,1,0,100,False,-100
51,1,100,650,False,-550
52,1,750,900,False,-150
53,1,50,250,False,-200
54,0,300,-1000000,False,1000300
55,1,450,100,False,350
56,1,900,950,False,-50
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,1750,False,-900
60,1,1250,1250,False,0
61,1,300,1050,False,-750
62,1,0,600,True,-600
63,1,300,350,False,-50
64,1,200,300,False,-100
65,0,0,-1000000,False,1000000
66,1,250,700,False,-450
67,1,1900,900,False,1000
68,1,600,700,True,-100
69,1,300,200,False,100
70,1,2250,350,False,1900
71,1,500,300,False,200
72,1,800,250,False,550
73,0,1400,-1000000,False,1001400
74,0,450,-1000000,True,1000450
75,0,2200,-1000000,False,1002200
76,1,2750,2300,False,450
77,1,400,500,False,-100
78,0,200,-1000000,True,1000200
79,0,200,-1000000,False,1000200
80,1,1450,1650,False,-200
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,1,1050,1200,False,-150
84,1,1100,-300,False,1400
85,1,250,400,True,-150
86,0,1700,-1000000,False,1001700
87,1,50,100,False,-50
88,1,250,700,False,-450
89,1,-400,-400,True,0
90,0,250,-1000000,False,1000250
91,1,600,650,False,-50
92,1,2450,2550,False,-100
93,1,850,1450,True,-600
94,0,400,-1000000,False,1000400
95,1,450,200,False,250
96,1,-100,-200,False,100
97,1,700,900,True,-200
98,1,0,150,False,-150
99,1,100,350,False,-250
100,1,600,1150,True,-550
101,1,1400,1600,False,-200
102,1,2900,2950,False,-50
103,1,550,1150,True,-600
104,1,450,700,False,-250
105,1,-150,350,True,-500
106,1,-150,250,True,-400
107,1,1150,900,False,250
108,1,400,750,True,-350
109,0,150,-1000000,True,1000150
110,1,1050,1750,True,-700
111,1,2950,0,False,2950
112,1,1200,1550,False,-350
113,1,1750,1950,False,-200
114,1,-200,150,True,-350
115,1,300,450,False,-150
116,1,150,750,True,-600
117,1,200,50,True,150
118,1,0,900,False,-900
119,0,250,-1000000,False,1000250
120,1,250,550,False,-300
121,1,600,200,True,400
122,1,100,400,True,-300
123,1,450,600,False,-150
124,1,50,900,True,-850
125,1,1100,400,True,700
126,1,700,750,False,-50
127,1,0,700,True,-700
128,1,1150,1250,False,-100
129,1,150,400,False,-250
130,1,850,700,True,150
131,1,0,400,True,-400
132,1,150,200,False,-50
133,1,500,550,False,-50
134,1,600,950,False,-350
135,1,200,350,False,-150
136,1,200,400,False,-200
137,1,450,500,False,-50
138,1,450,100,False,350
139,1,-50,350,True,-400
140,1,800,0,False,800
141,1,650,900,False,-250
142,1,0,650,False,-650
143,1,300,150,False,150
144,1,400,250,False,150
145,0,50,-1000000,False,1000050
146,1,900,100,True,800
147,1,600,900,False,-300
148,0,500,-1000000,False,1000500
149,1,2400,650,False,1750
150,1,50,100,False,-50
151,1,1550,1650,True,-100
152,0,0,-1000000,False,1000000
153,1,0,200,False,-200
154,1,1400,1450,False,-50
155,1,350,600,True,-250
156,1,2950,3100,True,-150
157,0,-400,-1000000,False,999600
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1600,False,-100
161,0,2550,-1000000,False,1002550
162,1,800,1050,False,-250
163,1,650,300,True,350
164,1,1300,1350,False,-50
165,1,400,800,False,-400
166,0,-250,-1000000,True,999750
167,1,-50,800,True,-850
168,1,1150,1200,False,-50
169,0,-300,-1000000,True,999700
170,0,300,-1000000,False,1000300
171,0,0,-1000000,True,1000000
172,1,1350,1400,False,-50
173,1,550,600,False,-50
174,0,0,-1000000,True,1000000
