,type,target,pred,barge_in,error
0,1,100,400,False,-300
1,0,-200,-1000000,True,999800
2,0,100,-1000000,True,1000100
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,1,250,-600,False,850
6,0,2600,-1000000,True,1002600
7,1,-150,-800,False,650
8,1,200,-600,False,800
9,1,300,100,False,200
10,0,-100,-1000000,True,999900
11,1,450,1250,False,-800
12,1,800,300,False,500
13,1,2750,-250,False,3000
14,1,850,1050,False,-200
15,1,0,-1150,False,1150
16,1,700,300,True,400
17,1,150,300,False,-150
18,1,-50,350,True,-400
19,1,900,950,False,-50
20,1,-200,350,False,-550
21,0,0,-1000000,True,1000000
22,1,50,750,False,-700
23,1,700,700,False,0
24,1,100,750,True,-650
25,1,1000,750,False,250
26,1,1250,-150,False,1400
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,1,0,350,False,-350
30,1,350,-150,True,500
31,1,1300,1350,False,-50
32,1,100,400,True,-300
33,0,-100,-1000000,True,999900
34,1,650,850,False,-200
35,0,150,-1000000,False,1000150
36,0,-100,-1000000,True,999900
37,0,0,-1000000,True,1000000
38,1,100,350,False,-250
39,1,1300,-1500,True,2800
40,1,550,600,False,-50
41,1,600,950,False,-350
42,1,1150,1150,False,0
43,1,100,900,False,-800
44,1,0,550,True,-550
45,1,100,250,False,-150
46,0,-250,-1000000,True,999750
47,0,550,-1000000,True,1000550
48,1,800,800,False,0
49,1,-400,300,False,-700
50,1,0,-350,False,350
51,1,100,650,False,-550
52,1,750,850,False,-100
53,1,50,900,False,-850
54,0,300,-1000000,False,1000300
55,1,450,500,False,-50
56,1,900,900,False,0
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,1150,False,-300
60,1,1250,1250,False,0
61,1,300,700,False,-400
62,1,0,800,True,-800
63,1,300,400,False,-100
64,1,200,950,False,-750
65,0,0,-1000000,False,1000000
66,1,250,100,False,150
67,1,1900,2450,False,-550
68,1,600,700,True,-100
69,1,300,-250,False,550
70,1,2250,150,False,2100
71,1,500,300,False,200
72,1,800,850,False,-50
73,1,1400,1550,False,-150
74,0,450,-1000000,True,1000450
75,1,2200,2300,False,-100
76,1,2750,2300,False,450
77,1,400,450,False,-50
78,0,200,-1000000,True,1000200
79,1,200,-1100,False,1300
80,1,1450,-1100,False,2550
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,1,1050,1100,False,-50
84,1,1100,400,False,700
85,1,250,400,True,-150
86,1,1700,1450,False,250
87,1,50,350,False,-300
88,1,250,450,False,-200
89,1,-400,-1000,True,600
90,1,250,-950,False,1200
91,1,600,750,False,-150
92,1,2450,2550,False,-100
93,0,850,-1000000,True,1000850
94,1,400,1100,False,-700
95,1,450,200,False,250
96,1,-100,250,False,-350
97,0,700,-1000000,True,1000700
98,1,0,200,False,-200
99,1,100,750,False,-650
100,1,600,1150,True,-550
101,1,1400,1700,False,-300
102,1,2900,2900,False,0
103,1,550,1150,True,-600
104,1,450,700,False,-250
105,0,-150,-1000000,True,999850
106,0,-150,-1000000,True,999850
107,1,1150,850,False,300
108,1,400,1150,True,-750
109,1,150,900,True,-750
110,1,1050,1300,True,-250
111,1,2950,350,False,2600
112,1,1200,1450,False,-250
113,1,1750,1900,False,-150
114,1,-200,300,True,-500
115,1,300,450,False,-150
116,0,150,-1000000,True,1000150
117,1,200,-550,True,750
118,0,0,-1000000,False,1000000
119,0,250,-1000000,False,1000250
120,1,250,450,False,-200
121,1,600,1150,True,-550
122,1,100,200,True,-100
123,1,450,500,False,-50
124,0,50,-1000000,True,1000050
125,1,1100,-1550,True,2650
126,1,700,-1050,False,1750
127,1,0,700,True,-700
128,1,1150,1200,False,-50
129,1,150,350,False,-200
130,1,850,1200,True,-350
131,0,0,-1000000,True,1000000
132,1,150,350,False,-200
133,1,500,750,False,-250
134,1,600,900,False,-300
135,1,200,200,False,0
136,1,200,300,False,-100
137,1,450,450,False,0
138,1,450,200,False,250
139,1,-50,400,True,-450
140,1,800,50,False,750
141,0,650,-1000000,False,1000650
142,0,0,-1000000,False,1000000
143,1,300,200,False,100
144,1,400,500,False,-100
145,0,50,-1000000,False,1000050
146,1,900,400,True,500
147,1,600,850,False,-250
148,0,500,-1000000,False,1000500
149,1,2400,450,False,1950
150,1,50,100,False,-50
151,1,1550,1650,True,-100
152,0,0,-1000000,False,1000000
153,1,0,200,False,-200
154,0,1400,-1000000,False,1001400
155,1,350,900,True,-550
156,1,2950,3200,True,-250
157,0,-400,-1000000,False,999600
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1550,False,-50
161,0,2550,-1000000,False,1002550
162,1,800,1050,False,-250
163,1,650,350,True,300
164,1,1300,1300,False,0
165,1,400,500,False,-100
166,1,-250,350,True,-600
167,0,-50,-1000000,True,999950
168,1,1150,1150,False,0
169,0,-300,-1000000,True,999700
170,1,300,-1550,False,1850
171,0,0,-1000000,True,1000000
172,1,1350,1550,False,-200
173,1,550,550,False,0
174,1,0,-650,True,650
