,type,target,pred,barge_in,error
0,1,100,350,False,-250
1,0,-200,-1000000,True,999800
2,0,100,-1000000,True,1000100
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,1,250,150,False,100
6,0,2600,-1000000,True,1002600
7,1,-150,50,False,-200
8,0,200,-1000000,False,1000200
9,1,300,100,False,200
10,1,-100,150,True,-250
11,1,450,1250,False,-800
12,1,800,400,False,400
13,0,2750,-1000000,False,1002750
14,1,850,600,False,250
15,0,0,-1000000,False,1000000
16,1,700,300,True,400
17,1,150,250,False,-100
18,1,-50,350,True,-400
19,0,900,-1000000,False,1000900
20,1,-200,450,False,-650
21,0,0,-1000000,True,1000000
22,0,50,-1000000,False,1000050
23,1,700,500,False,200
24,0,100,-1000000,True,1000100
25,0,1000,-1000000,False,1001000
26,1,1250,0,False,1250
27,0,-100,-1000000,True,999900
28,1,-150,800,True,-950
29,0,0,-1000000,False,1000000
30,1,350,800,True,-450
31,1,1300,1300,False,0
32,1,100,450,True,-350
33,1,-100,350,True,-450
34,1,650,750,False,-100
35,0,150,-1000000,False,1000150
36,1,-100,550,True,-650
37,0,0,-1000000,True,1000000
38,1,100,250,False,-150
39,1,1300,150,True,1150
40,1,550,300,False,250
41,0,600,-1000000,False,1000600
42,1,1150,200,False,950
43,1,100,700,False,-600
44,1,0,200,True,-200
45,1,100,250,False,-150
46,1,-250,100,True,-350
47,0,550,-1000000,True,1000550
48,1,800,750,False,50
49,1,-400,250,False,-650
50,1,0,100,False,-100
51,1,100,500,False,-400
52,1,750,850,False,-100
53,1,50,400,False,-350
54,1,300,700,False,-400
55,1,450,550,False,-100
56,1,900,550,False,350
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,850,False,0
60,1,1250,1200,False,50
61,1,300,650,False,-350
62,1,0,700,True,-700
63,0,300,-1000000,False,1000300
64,1,200,750,False,-550
65,0,0,-1000000,False,1000000
66,1,250,100,False,150
67,1,1900,2050,False,-150
68,1,600,650,True,-50
69,0,300,-1000000,False,1000300
70,0,2250,-1000000,False,1002250
71,1,500,250,False,250
72,1,800,250,False,550
73,1,1400,750,False,650
74,0,450,-1000000,True,1000450
75,0,2200,-1000000,False,1002200
76,0,2750,-1000000,False,1002750
77,1,400,450,False,-50
78,0,200,-1000000,True,1000200
79,0,200,-1000000,False,1000200
80,1,1450,1200,False,250
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,1,1050,1000,False,50
84,1,1100,200,False,900
85,1,250,350,True,-100
86,1,1700,100,False,1600
87,1,50,250,False,-200
88,1,250,400,False,-150
89,0,-400,-1000000,True,999600
90,1,250,-100,False,350
91,1,600,700,False,-100
92,1,2450,-50,False,2500
93,0,850,-1000000,True,1000850
94,1,400,400,False,0
95,1,450,100,False,350
96,1,-100,150,False,-250
97,1,700,950,True,-250
98,1,0,200,False,-200
99,1,100,400,False,-300
100,1,600,200,True,400
101,1,1400,1700,False,-300
102,1,2900,600,False,2300
103,1,550,1100,True,-550
104,1,450,550,False,-100
105,1,-150,200,True,-350
106,1,-150,200,True,-350
107,1,1150,850,False,300
108,0,400,-1000000,True,1000400
109,1,150,500,True,-350
110,1,1050,1150,True,-100
111,0,2950,-1000000,False,1002950
112,1,1200,1300,False,-100
113,1,1750,1850,False,-100
114,1,-200,150,True,-350
115,1,300,450,False,-150
116,0,150,-1000000,True,1000150
117,0,200,-1000000,True,1000200
118,1,0,800,False,-800
119,0,250,-1000000,False,1000250
120,1,250,400,False,-150
121,1,600,150,True,450
122,1,100,250,True,-150
123,1,450,700,False,-250
124,0,50,-1000000,True,1000050
125,1,1100,650,True,450
126,1,700,650,False,50
127,1,0,650,True,-650
128,1,1150,1250,False,-100
129,1,150,350,False,-200
130,0,850,-1000000,True,1000850
131,0,0,-1000000,True,1000000
132,1,150,200,False,-50
133,1,500,600,False,-100
134,1,600,750,False,-150
135,1,200,-500,False,700
136,1,200,200,False,0
137,1,450,500,False,-50
138,1,450,100,False,350
139,1,-50,200,True,-250
140,1,800,50,False,750
141,0,650,-1000000,False,1000650
142,0,0,-1000000,False,1000000
143,1,300,200,False,100
144,1,400,250,False,150
145,0,50,-1000000,False,1000050
146,1,900,300,True,600
147,1,600,150,False,450
148,0,500,-1000000,False,1000500
149,0,2400,-1000000,False,1002400
150,1,50,100,False,-50
151,0,1550,-1000000,True,1001550
152,1,0,250,False,-250
153,1,0,200,False,-200
154,1,1400,1450,False,-50
155,1,350,950,True,-600
156,1,2950,3250,True,-300
157,1,-400,150,False,-550
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1550,False,-50
161,0,2550,-1000000,False,1002550
162,1,800,1000,False,-200
163,1,650,350,True,300
164,1,1300,1300,False,0
165,1,400,450,False,-50
166,1,-250,200,True,-450
167,1,-50,300,True,-350
168,1,1150,1100,False,50
169,0,-300,-1000000,True,999700
170,1,300,400,False,-100
171,0,0,-1000000,True,1000000
172,0,1350,-1000000,False,1001350
173,1,550,550,False,0
174,0,0,-1000000,True,1000000
