,type,target,pred,barge_in,error
0,1,100,400,False,-300
1,0,-200,-1000000,True,999800
2,0,100,-1000000,True,1000100
3,0,600,-1000000,True,1000600
4,0,-150,-1000000,True,999850
5,1,250,-700,False,950
6,1,2600,1400,True,1200
7,1,-150,-750,False,600
8,1,200,400,False,-200
9,1,300,50,False,250
10,1,-100,600,True,-700
11,1,450,1100,False,-650
12,1,800,300,False,500
13,1,2750,-400,False,3150
14,1,850,500,False,350
15,1,0,-1150,False,1150
16,1,700,300,True,400
17,1,150,400,False,-250
18,1,-50,350,True,-400
19,1,900,950,False,-50
20,1,-200,350,False,-550
21,0,0,-1000000,True,1000000
22,1,50,1000,False,-950
23,1,700,550,False,150
24,1,100,750,True,-650
25,1,1000,-1250,False,2250
26,1,1250,-200,False,1450
27,0,-100,-1000000,True,999900
28,0,-150,-1000000,True,999850
29,1,0,900,False,-900
30,1,350,-150,True,500
31,1,1300,1350,False,-50
32,1,100,450,True,-350
33,1,-100,350,True,-450
34,1,650,1050,False,-400
35,0,150,-1000000,False,1000150
36,0,-100,-1000000,True,999900
37,0,0,-1000000,True,1000000
38,1,100,350,False,-250
39,1,1300,-1500,True,2800
40,1,550,600,False,-50
41,1,600,100,False,500
42,1,1150,1150,False,0
43,1,100,750,False,-650
44,1,0,650,True,-650
45,1,100,250,False,-150
46,1,-250,-100,True,-150
47,1,550,1450,True,-900
48,1,800,800,False,0
49,1,-400,300,False,-700
50,1,0,250,False,-250
51,1,100,500,False,-400
52,1,750,850,False,-100
53,0,50,-1000000,False,1000050
54,0,300,-1000000,False,1000300
55,1,450,550,False,-100
56,1,900,1050,False,-150
57,0,-450,-1000000,True,999550
58,0,-50,-1000000,True,999950
59,1,850,1750,False,-900
60,1,1250,1500,False,-250
61,0,300,-1000000,False,1000300
62,1,0,800,True,-800
63,1,300,450,False,-150
64,1,200,1050,False,-850
65,0,0,-1000000,False,1000000
66,1,250,50,False,200
67,1,1900,2400,False,-500
68,1,600,650,True,-50
69,1,300,150,False,150
70,1,2250,150,False,2100
71,1,500,300,False,200
72,1,800,1100,False,-300
73,1,1400,750,False,650
74,1,450,850,True,-400
75,1,2200,2350,False,-150
76,1,2750,2400,False,350
77,1,400,450,False,-50
78,1,200,-4500,True,4700
79,1,200,-1100,False,1300
80,1,1450,-1150,False,2600
81,0,600,-1000000,True,1000600
82,0,850,-1000000,False,1000850
83,1,1050,1200,False,-150
84,1,1100,-350,False,1450
85,1,250,350,True,-100
86,1,1700,1500,False,200
87,1,50,-2200,False,2250
88,1,250,400,False,-150
89,1,-400,-50,True,-350
90,1,250,-500,False,750
91,1,600,800,False,-200
92,1,2450,2550,False,-100
93,0,850,-1000000,True,1000850
94,0,400,-1000000,False,1000400
95,1,450,250,False,200
96,1,-100,150,False,-250
97,1,700,850,True,-150
98,1,0,700,False,-700
99,1,100,800,False,-700
100,1,600,1100,True,-500
101,1,1400,1900,False,-500
102,1,2900,2950,False,-50
103,1,550,1150,True,-600
104,1,450,750,False,-300
105,0,-150,-1000000,True,999850
106,0,-150,-1000000,True,999850
107,1,1150,850,False,300
108,1,400,1050,True,-650
109,1,150,400,True,-250
110,1,1050,1000,True,50
111,1,2950,-50,False,3000
112,1,1200,1500,False,-300
113,1,1750,1950,False,-200
114,1,-200,-1000,True,800
115,1,300,400,False,-100
116,0,150,-1000000,True,1000150
117,1,200,-550,True,750
118,0,0,-1000000,False,1000000
119,0,250,-1000000,False,1000250
120,1,250,100,False,150
121,1,600,1100,True,-500
122,1,100,-200,True,300
123,1,450,450,False,0
124,0,50,-1000000,True,1000050
125,1,1100,-1600,True,2700
126,1,700,-1100,False,1800
127,0,0,-1000000,True,1000000
128,1,1150,1200,False,-50
129,1,150,350,False,-200
130,1,850,900,True,-50
131,0,0,-1000000,True,1000000
132,1,150,400,False,-250
133,1,500,750,False,-250
134,1,600,900,False,-300
135,1,200,250,False,-50
136,1,200,500,False,-300
137,1,450,500,False,-50
138,1,450,100,False,350
139,0,-50,-1000000,True,999950
140,1,800,850,False,-50
141,1,650,1100,False,-450
142,0,0,-1000000,False,1000000
143,1,300,350,False,-50
144,1,400,500,False,-100
145,0,50,-1000000,False,1000050
146,1,900,150,True,750
147,1,600,150,False,450
148,0,500,-1000000,False,1000500
149,1,2400,450,False,1950
150,1,50,100,False,-50
151,1,1550,1600,True,-50
152,0,0,-1000000,False,1000000
153,1,0,200,False,-200
154,1,1400,1500,False,-100
155,1,350,950,True,-600
156,1,2950,3200,True,-250
157,0,-400,-1000000,False,999600
158,0,0,-1000000,True,1000000
159,0,-200,-1000000,True,999800
160,1,1500,1550,False,-50
161,0,2550,-1000000,False,1002550
162,1,800,1250,False,-450
163,1,650,400,True,250
164,1,1300,1350,False,-50
165,1,400,450,False,-50
166,0,-250,-1000000,True,999750
167,1,-50,600,True,-650
168,1,1150,1150,False,0
169,0,-300,-1000000,True,999700
170,1,300,450,False,-150
171,1,0,600,True,-600
172,1,1350,1550,False,-200
173,1,550,550,False,0
174,1,0,-650,True,650
